Nume,CodFiscal,Judet,Telefon,CifraDeAfaceriNetaRON2021,ProfitNetRON2021,CotaDePiata2021,CodCAEN2021,DescriereCodCAEN2021,Salariati2020,CifraDeAfaceriNetaRON2020,ProfitNetRON2020,CotaDePiata2020,CodCAEN2020,DescriereCodCAEN2020,Salariati2019,CifraDeAfaceriNetaRON2019,ProfitNetRON2019,CotaDePiata2019,CodCAEN2019,DescriereCodCAEN2019,Salariati2018,CifraDeAfaceriNetaRON2018,ProfitNetRON2018,CotaDePiata2018,CodCAEN2018,DescriereCodCAEN2018
BLUE TERRE,40175508,BRAŞOV,-,6924,0,0%,5520,Facilitati de cazare pentru vacante si perioade de scurta durata,1.0,17070.0,0.0,0%,5520.0,Facilitati de cazare pentru vacante si perioade de scurta durata,0.0,0.0,0.0,0%,5520.0,Facilitati de cazare pentru vacante si perioade de scurta durata,nan,nan,nan,nan,nan,nan
S.C.LAE PECU,40179054,ALBA,-,267141,0,0%,1071,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,5.0,214536.0,0.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,0.0,0.0,0.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,nan,nan,nan,nan,nan,nan
VIA GLOW ZONE SRL,40181283,MUREŞ,-,0,0,0%,9602,Coafura si alte activitati de înfrumusetare,3.0,0.0,0.0,0%,9602.0,Coafura si alte activitati de înfrumusetare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
OLDENT IIP SRL,40189139,SIBIU,0747077893,146861,4573,0%,8623,Activitati de asistenta stomatologica,0.0,178178.0,3410.0,0.01%,8623.0,Activitati de asistenta stomatologica,5.0,129253.0,16359.0,0%,8623.0,Activitati de asistenta stomatologica,0.0,0.0,0.0,0%,8623.0,Activitati de asistenta stomatologica
TOP FOR TERRA TFT SRL,40196896,BRAŞOV,-,172139,8002,0%,7112,Activitati de inginerie si consultanta tehnica legate de acestea,4.0,60548.0,8839.0,0%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea,3.0,27554.0,0.0,0%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea,0.0,0.0,0.0,0%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea
S.C. KRON MOTOR WORKSHOP S.R.L.,40196950,BRAŞOV,-,1299580,69234,0.01%,4520,Întretinerea si repararea autovehiculelor,6.0,177433.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor,0.0,0.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor,nan,nan,nan,nan,nan,nan
S.C. DULCES EVENTOS SRL,40202432,MUREŞ,-,23799,0,0%,1071,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,3.0,301.0,0.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TEST GAD AUTO SRL,40207227,ALBA,-,171850,5292,0.04%,8553,Scoli de conducere (pilotaj),1.0,112700.0,19394.0,0.03%,8553.0,Scoli de conducere (pilotaj),2.0,29750.0,0.0,0.01%,8553.0,Scoli de conducere (pilotaj),nan,nan,nan,nan,nan,nan
SC AIR TOP PROIECT SRL,40213539,ALBA,-,295194,57266,0%,7112,Activitati de inginerie si consultanta tehnica legate de acestea,5.0,218486.0,58178.0,0%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea,3.0,47000.0,0.0,0%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea,0.0,16000.0,15462.0,0%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea
TRAVONIX SRL,40217824,BRAŞOV,-,233795,34454,0.01%,1812,Alte activitati de tiparire n.c.a.,4.0,17099.0,0.0,0%,1812.0,Alte activitati de tiparire n.c.a.,0.0,0.0,0.0,0%,1812.0,Alte activitati de tiparire n.c.a.,0.0,0.0,0.0,0%,1812.0,Alte activitati de tiparire n.c.a.
MACESANU CONSTRUCT SRL,40218242,BRAŞOV,0728298717,168000,0,0%,4120,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,4.0,149246.0,3325.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,2.0,120337.0,42765.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,1.0,12800.0,11674.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale
AURARIA STUDIO S.R.L,40218722,ALBA,-,7975,81514,0%,1729,Fabricarea altor articole din hârtie si carton n.c.a.,2.0,0.0,0.0,0%,1729.0,Fabricarea altor articole din hârtie si carton n.c.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BANFAM HUNDE IPOSPORT SRL,40220552,HARGHITA,-,17830,0,0.02%,1032,Fabricarea sucurilor de fructe si legume,0.0,35166.0,5145.0,0.05%,1032.0,Fabricarea sucurilor de fructe si legume,0.0,35166.0,5145.0,0.05%,1032.0,Fabricarea sucurilor de fructe si legume,0.0,0.0,0.0,0%,1032.0,Fabricarea sucurilor de fructe si legume
S.C. MARONI EQUIPMENT SRL,40224899,BRAŞOV,-,196003,0,0.01%,1623,"Fabricarea altor elemente de dulgherie si tâmplarie, pentru constructii",5.0,31884.0,0.0,0%,1623.0,"Fabricarea altor elemente de dulgherie si tâmplarie, pentru constructii",0.0,0.0,0.0,0%,1623.0,"Fabricarea altor elemente de dulgherie si tâmplarie, pentru constructii",0.0,0.0,0.0,0%,7732.0,Activitati de închiriere si leasing de masini si echipamente pentru constructii
GIOVI MATILUC SRL,40233595,BRAŞOV,0736925957,178225,0,0.02%,5621,Activitati de alimentatie (catering) pentru evenimente,5.0,57884.0,0.0,0.01%,5621.0,Activitati de alimentatie (catering) pentru evenimente,0.0,0.0,0.0,0%,5621.0,Activitati de alimentatie (catering) pentru evenimente,nan,nan,nan,nan,nan,nan
HART EVENT PROD SRL,40233528,BRAŞOV,0771618548,10000,0,0%,8230,"Activitati de organizare a expozitiilor, târgurilor si congreselor",0.0,3500.0,0.0,0%,8230.0,"Activitati de organizare a expozitiilor, târgurilor si congreselor",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
S.C. PELETI CASOLT SRL,40233820,SIBIU,-,0,0,0%,1629,"Fabricarea altor produse din lemn; fabricarea articolelor din pluta, paie si din alte materiale vegetale împletite",0.0,0.0,0.0,0%,1629.0,"Fabricarea altor produse din lemn; fabricarea articolelor din pluta, paie si din alte materiale vegetale împletite",0.0,0.0,0.0,0%,1629.0,"Fabricarea altor produse din lemn; fabricarea articolelor din pluta, paie si din alte materiale vegetale împletite",0.0,0.0,0.0,0%,1629.0,"Fabricarea altor produse din lemn; fabricarea articolelor din pluta, paie si din alte materiale vegetale împletite"
JECA MARAEV SRL,40237023,ALBA,-,1150,0,0%,5224,Manipulari,3.0,4034.0,0.0,0%,5224.0,Manipulari,0.0,5882.0,799.0,0%,5224.0,Manipulari,0.0,2500.0,1292.0,0%,5224.0,Manipulari
MAVOFAM MOBILA S.R.L.,40238614,HARGHITA,0757386285,30850,25037,0%,3101,Fabricarea de mobila pentru birouri si magazine,3.0,56250.0,1054.0,0%,3101.0,Fabricarea de mobila pentru birouri si magazine,1.0,0.0,0.0,0%,3101.0,Fabricarea de mobila pentru birouri si magazine,nan,nan,nan,nan,nan,nan
SC DISPENZA POWER SRL,40239415,MUREŞ,0725224138,524182,62794,0.01%,4520,Întretinerea si repararea autovehiculelor,4.0,338289.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor,1.0,67499.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor,1.0,0.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor
S.C.SILVERTOPGOLD ROOM SRL,40257284,HARGHITA,0747874157,2215912,133280,0.01%,4721,"Comert cu amanuntul al fructelor si legumelor proaspete, în magazine specializate",5.0,959939.0,13341.0,0.07%,1039.0,Prelucrarea si conservarea fructelor si legumelor n.c.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PAULIONIS STAR SRL,40260581,MUREŞ,-,62986,0,0%,4520,Întretinerea si repararea autovehiculelor,6.0,67226.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor,1.0,74879.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor,nan,nan,nan,nan,nan,nan
PIETRICICA ALBA SRL,40260638,MUREŞ,-,119580,0,0.01%,812,Extractia pietrisului si nisipului; extractia argilei si caolinului,4.0,95530.0,1227.0,0.01%,812.0,Extractia pietrisului si nisipului; extractia argilei si caolinului,1.0,31500.0,28382.0,0%,812.0,Extractia pietrisului si nisipului; extractia argilei si caolinului,nan,nan,nan,nan,nan,nan
SC STELA CLEAN SERVICE SRL,40260603,MUREŞ,-,192818,31914,0.01%,8121,Activitati generale (nespecializate) de curatenie interioara a cladirilor,4.0,125782.0,0.0,0.01%,8121.0,Activitati generale (nespecializate) de curatenie interioara a cladirilor,3.0,0.0,0.0,0%,8121.0,Activitati generale (nespecializate) de curatenie interioara a cladirilor,nan,nan,nan,nan,nan,nan
EDUARD TOTAL SERVICE S.R.L.,40268615,SIBIU,-,15716,0,0%,8130,Activitati de întretinere peisagistica,3.0,28450.0,0.0,0%,8130.0,Activitati de întretinere peisagistica,0.0,10995.0,1794.0,0%,8130.0,Activitati de întretinere peisagistica,nan,nan,nan,nan,nan,nan
AUTO REIFEN TEF SRL,40268631,SIBIU,-,1045223,102802,0.01%,4520,Întretinerea si repararea autovehiculelor,2.0,622726.0,12161.0,0.01%,4520.0,Întretinerea si repararea autovehiculelor,2.0,483365.0,11515.0,0.01%,4520.0,Întretinerea si repararea autovehiculelor,nan,nan,nan,nan,nan,nan
S.C. TRANSILVANIA DRIVE SERVICE S.R.L.,40269670,BRAŞOV,0784177878,569830,7389,0.01%,4520,Întretinerea si repararea autovehiculelor,5.0,541387.0,50989.0,0.01%,4520.0,Întretinerea si repararea autovehiculelor,2.0,295595.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor,0.0,0.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor
DIRTBUSTERS PRECISION SRL,40271726,HARGHITA,0746488470,286155,25400,0.02%,8121,Activitati generale (nespecializate) de curatenie interioara a cladirilor,7.0,246777.0,138583.0,0.02%,8121.0,Activitati generale (nespecializate) de curatenie interioara a cladirilor,4.0,144007.0,243882.0,0.01%,8121.0,Activitati generale (nespecializate) de curatenie interioara a cladirilor,0.0,4925.0,4465.0,0%,8121.0,Activitati generale (nespecializate) de curatenie interioara a cladirilor
S.C.FMB LIVE SRL,40275817,BRAŞOV,-,11803520,553039,0.12%,4619,Intermedieri în comertul cu produse diverse,5.0,10108797.0,538191.0,0.1%,4619.0,Intermedieri în comertul cu produse diverse,1.0,291749.0,252115.0,0.08%,9002.0,Activitati suport pentru interpretare artistica (spectacole),nan,nan,nan,nan,nan,nan
S.C. R2M EYELENS SRL,40275833,BRAŞOV,-,136289,14659,0.01%,3250,"Productia de dispozitive, aparate si instrumente medicale si stomatologice",5.0,57019.0,0.0,0%,3250.0,"Productia de dispozitive, aparate si instrumente medicale si stomatologice",0.0,0.0,0.0,0%,3250.0,"Productia de dispozitive, aparate si instrumente medicale si stomatologice",nan,nan,nan,nan,nan,nan
VITADENT ALEX SRL,40280996,MUREŞ,-,39950,0,0%,8623,Activitati de asistenta stomatologica,4.0,140285.0,3952.0,0%,8623.0,Activitati de asistenta stomatologica,1.0,24423.0,0.0,0%,8623.0,Activitati de asistenta stomatologica,nan,nan,nan,nan,nan,nan
QUANTUM INSTAL SERVICII  SRL,40288892,MUNICIPIUL BUCUREŞTI,-,79054,61938,0%,4321,Lucrari de instalatii electrice,0.0,162808.0,146712.0,0%,4322.0,"Lucrari de instalatii sanitare, de încalzire si de aer conditionat",1.0,297973.0,262277.0,0%,4322.0,"Lucrari de instalatii sanitare, de încalzire si de aer conditionat",0.0,1400.0,163.0,0%,4322.0,"Lucrari de instalatii sanitare, de încalzire si de aer conditionat"
S.C. DARIA WELLNESS COMPANY SRL,40289251,SIBIU,0723382489,0,54547,0%,9313,Activitati ale centrelor de fitness,1.0,0.0,0.0,0%,9313.0,Activitati ale centrelor de fitness,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FITNESS MOUNTAIN SPORT SRL,40289499,BRAŞOV,-,15900,0,0%,9313,Activitati ale centrelor de fitness,0.0,3500.0,0.0,0%,9313.0,Activitati ale centrelor de fitness,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SC MARINAS BAKERY SRL,40289537,BRAŞOV,0771547367,116502,0,0%,1071,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,4.0,179843.0,0.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,4.0,34601.0,0.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,nan,nan,nan,nan,nan,nan
ISABELLA PHOTOGRAPHY S.R.L.,40291162,ALBA,-,0,0,0%,7420,Activitati fotografice,4.0,0.0,0.0,0%,7420.0,Activitati fotografice,3.0,0.0,0.0,0%,7420.0,Activitati fotografice,nan,nan,nan,nan,nan,nan
DABO HERMANNSTADT SRL,40297521,SIBIU,-,959145,56652,0.15%,8292,Activitati de ambalare,5.0,345517.0,0.0,0.05%,8292.0,Activitati de ambalare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
S.C. SB PLAY UP SRL,40297580,SIBIU,-,7665,0,0%,9329,Alte activitati recreative si distractive n.c.a.,1.0,4000.0,0.0,0%,9329.0,Alte activitati recreative si distractive n.c.a.,0.0,0.0,0.0,0%,9329.0,Alte activitati recreative si distractive n.c.a.,0.0,0.0,0.0,0%,9329.0,Alte activitati recreative si distractive n.c.a.
MELIOR RENT SRL,40299530,BRAŞOV,0728108530,242552,54240,0.01%,4399,Alte lucrari speciale de constructii n.c.a.,4.0,9750.0,0.0,0%,4939.0,Alte transporturi terestre de calatori n.c.a,0.0,0.0,0.0,0%,4939.0,Alte transporturi terestre de calatori n.c.a,nan,nan,nan,nan,nan,nan
MIHPRODAGA SERV SRL,40299492,BRAŞOV,-,132154,4292,0%,4520,Întretinerea si repararea autovehiculelor,5.0,28739.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor,0.0,0.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor,nan,nan,nan,nan,nan,nan
S.C.GASPOL DESIGN SRL,40303062,ALBA,-,253062,0,0.06%,9601,Spalarea si curatarea (uscata) articolelor textile si a produselor din blana,4.0,49868.0,0.0,0.01%,9601.0,Spalarea si curatarea (uscata) articolelor textile si a produselor din blana,0.0,0.0,0.0,0%,9601.0,Spalarea si curatarea (uscata) articolelor textile si a produselor din blana,nan,nan,nan,nan,nan,nan
S.C. CEC INSTAGROUP SRL,40304920,MUREŞ,-,1568257,208486,0.02%,4321,Lucrari de instalatii electrice,0.0,1096964.0,196259.0,0.01%,4321.0,Lucrari de instalatii electrice,7.0,415695.0,84613.0,0%,4321.0,Lucrari de instalatii electrice,nan,nan,nan,nan,nan,nan
FOREST GREEN TOP SRL,40305985,SIBIU,-,165000,0,0%,7112,Activitati de inginerie si consultanta tehnica legate de acestea,6.0,240000.0,9425.0,0%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea,7.0,65000.0,0.0,0%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea,nan,nan,nan,nan,nan,nan
S.C. HOME FRUCT SRL,40306271,BRAŞOV,-,7958,0,0.01%,1032,Fabricarea sucurilor de fructe si legume,4.0,128869.0,273.0,0.18%,1032.0,Fabricarea sucurilor de fructe si legume,0.0,0.0,0.0,0%,1032.0,Fabricarea sucurilor de fructe si legume,0.0,0.0,0.0,0%,1032.0,Fabricarea sucurilor de fructe si legume
S.C. BOMS 2018 S.R.L.,40306255,BRAŞOV,-,451326,0,0.01%,7311,Activitati ale agentiilor de publicitate,3.0,1012770.0,243061.0,0.01%,7311.0,Activitati ale agentiilor de publicitate,1.0,285383.0,115190.0,0%,7311.0,Activitati ale agentiilor de publicitate,0.0,0.0,0.0,0%,7311.0,Activitati ale agentiilor de publicitate
DREAMS PROVIDER TECH SRL,40312389,BRAŞOV,-,54310,0,0%,6311,"Prelucrarea datelor, administrarea paginilor web si activitati conexe",4.0,64000.0,0.0,0%,6311.0,"Prelucrarea datelor, administrarea paginilor web si activitati conexe",3.0,25705.0,5453.0,0%,6311.0,"Prelucrarea datelor, administrarea paginilor web si activitati conexe",nan,nan,nan,nan,nan,nan
BIZ ACTIV SRL-D,40312893,SIBIU,0769409767,1549299,0,0.77%,1085,Fabricarea de mâncaruri preparate,6.0,382726.0,0.0,0.19%,1085.0,Fabricarea de mâncaruri preparate,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CRISMAR MC CONS SRL,40313180,MUREŞ,-,1054131,317912,0%,4120,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,0.0,0.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,0.0,0.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,nan,nan,nan,nan,nan,nan
S.C.BRX PICTURES FOR YOU SRL,40313120,MUREŞ,-,38211,0,0.01%,7420,Activitati fotografice,4.0,297578.0,224065.0,0.09%,7420.0,Activitati fotografice,4.0,0.0,0.0,0%,7420.0,Activitati fotografice,nan,nan,nan,nan,nan,nan
CORSIDA SECRET SRL,40313252,MUREŞ,-,0,0,0%,9602,Coafura si alte activitati de înfrumusetare,0.0,0.0,0.0,0%,9602.0,Coafura si alte activitati de înfrumusetare,0.0,0.0,0.0,0%,9602.0,Coafura si alte activitati de înfrumusetare,nan,nan,nan,nan,nan,nan
DENTAL BENKE SRL,40313201,MUREŞ,-,0,0,0%,8623,Activitati de asistenta stomatologica,3.0,0.0,0.0,0%,8623.0,Activitati de asistenta stomatologica,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Petrina Restaurants SRL,40319018,MUREŞ,-,0,0,0%,5610,Restaurante,0.0,0.0,0.0,0%,5610.0,Restaurante,0.0,0.0,0.0,0%,5610.0,Restaurante,0.0,0.0,0.0,0%,5610.0,Restaurante
SC MUNDO PREST SRL,40325885,ALBA,-,944823,516802,0.01%,4520,Întretinerea si repararea autovehiculelor,7.0,535026.0,110287.0,0.01%,4520.0,Întretinerea si repararea autovehiculelor,1.0,84534.0,43852.0,0%,4520.0,Întretinerea si repararea autovehiculelor,0.0,705.0,88.0,0%,4520.0,Întretinerea si repararea autovehiculelor
S.C. KAROKA 2018 S.R.L.,40327231,BRAŞOV,-,67633,0,0%,7311,Activitati ale agentiilor de publicitate,5.0,528886.0,236079.0,0.01%,7311.0,Activitati ale agentiilor de publicitate,1.0,279934.0,110667.0,0%,7311.0,Activitati ale agentiilor de publicitate,0.0,0.0,0.0,0%,7311.0,Activitati ale agentiilor de publicitate
SC DR  SZASZ  REHAB  CENTER SRL,40327819,MUREŞ,-,913239,67375,0.01%,8622,Activitati de asistenta medicala specializata,20.0,840490.0,92420.0,0.01%,8622.0,Activitati de asistenta medicala specializata,17.0,347079.0,227232.0,0%,8622.0,Activitati de asistenta medicala specializata,nan,nan,nan,nan,nan,nan
SEVALIA MEDICA SRL,40327843,MUREŞ,-,78580,39088,0%,8690,Alte activitati referitoare la sanatatea umana,0.0,7974.0,0.0,0%,8690.0,Alte activitati referitoare la sanatatea umana,0.0,0.0,0.0,0%,8690.0,Alte activitati referitoare la sanatatea umana,nan,nan,nan,nan,nan,nan
VLADEVA PRODUCTION S.R.L.,40329070,ALBA,-,530845,237139,0.07%,1512,Fabricarea articolelor de voiaj si marochinarie si a articolelor de harnasament,8.0,344134.0,65338.0,0.05%,1512.0,Fabricarea articolelor de voiaj si marochinarie si a articolelor de harnasament,4.0,171579.0,43949.0,0.02%,1512.0,Fabricarea articolelor de voiaj si marochinarie si a articolelor de harnasament,nan,nan,nan,nan,nan,nan
NICFRESH VEST SRL,40331259,ALBA,-,77475,102698,0.11%,1032,Fabricarea sucurilor de fructe si legume,1.0,0.0,0.0,0%,1032.0,Fabricarea sucurilor de fructe si legume,0.0,0.0,0.0,0%,1032.0,Fabricarea sucurilor de fructe si legume,nan,nan,nan,nan,nan,nan
APROBAT VERIFICAT RECOMANDAT SRL,40334409,BRAŞOV,-,20374,8441,0%,6312,Activitati ale portalurilor web,0.0,0.0,0.0,0%,6312.0,Activitati ale portalurilor web,0.0,0.0,0.0,0%,6312.0,Activitati ale portalurilor web,nan,nan,nan,nan,nan,nan
S.C. MAGLIERIAOVI SRL,40334735,MUREŞ,-,75000,13659,0.02%,1439,Fabricarea prin tricotare sau crosetare a altor articole de îmbracaminte,5.0,83000.0,0.0,0.02%,1439.0,Fabricarea prin tricotare sau crosetare a altor articole de îmbracaminte,1.0,0.0,0.0,0%,1439.0,Fabricarea prin tricotare sau crosetare a altor articole de îmbracaminte,0.0,0.0,0.0,0%,1439.0,Fabricarea prin tricotare sau crosetare a altor articole de îmbracaminte
STUDIO DANIELLE ROYAL,40334760,MUREŞ,-,296730,105235,0.03%,9602,Coafura si alte activitati de înfrumusetare,5.0,267729.0,39143.0,0.02%,9602.0,Coafura si alte activitati de înfrumusetare,4.0,132693.0,0.0,0.01%,9602.0,Coafura si alte activitati de înfrumusetare,nan,nan,nan,nan,nan,nan
NZO WHEELKING SRL,40334816,MUREŞ,-,339591,72937,0%,4520,Întretinerea si repararea autovehiculelor,7.0,380032.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor,3.0,56024.0,4169.0,0%,4520.0,Întretinerea si repararea autovehiculelor,0.0,0.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor
S.C.4EQUIP GEBAUDE SRL,40335579,BRAŞOV,-,249139,0,0%,4120,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,4.0,127895.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,5.0,363189.0,15137.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,nan,nan,nan,nan,nan,nan
SC THINKTOP SRL,40339228,ALBA,-,346798,0,0%,7112,Activitati de inginerie si consultanta tehnica legate de acestea,4.0,44993.0,0.0,0%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea,0.0,0.0,0.0,0%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea,nan,nan,nan,nan,nan,nan
BRUTARIA MATEI HOREA SRL,40339341,ALBA,-,266870,80855,0%,1071,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,2.0,55839.0,0.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,1.0,0.0,0.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,0.0,0.0,0.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie
S.C. MAYA DEY S.R.L.,40339333,ALBA,-,395,0,0%,4520,Întretinerea si repararea autovehiculelor,4.0,3548.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor,2.0,0.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor,0.0,0.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor
EXPERT FINISAJE LEMN SRL,40340591,ALBA,-,0,0,0%,1610,Taierea si rindeluirea lemnului,1.0,0.0,0.0,0%,1610.0,Taierea si rindeluirea lemnului,0.0,0.0,0.0,0%,1610.0,Taierea si rindeluirea lemnului,0.0,0.0,0.0,0%,1610.0,Taierea si rindeluirea lemnului
ZIUA LEMNARULUI SRL,40340583,ALBA,-,0,0,0%,1610,Taierea si rindeluirea lemnului,2.0,1336.0,0.0,0%,1610.0,Taierea si rindeluirea lemnului,1.0,0.0,0.0,0%,1610.0,Taierea si rindeluirea lemnului,0.0,0.0,0.0,0%,1610.0,Taierea si rindeluirea lemnului
S.C. COOL DEPO FRIGO S.R.L.,40342045,MUREŞ,0745252698,161696,16674,0.01%,5210,Depozitari,4.0,130491.0,25083.0,0%,5210.0,Depozitari,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SC DUMI SOUND EFFECT SRL,40344208,BRAŞOV,-,6950,0,0%,4711,"Comert cu amanuntul în magazine nespecializate, cu vânzare predominanta de produse alimentare, bauturi si tutun",4.0,0.0,169535.0,0%,9002.0,Activitati suport pentru interpretare artistica (spectacole),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIT BODY EVOLUTION S.R.L.,40344216,BRAŞOV,-,939400,500969,0.23%,9313,Activitati ale centrelor de fitness,4.0,448066.0,0.0,0.11%,9313.0,Activitati ale centrelor de fitness,1.0,0.0,0.0,0%,9313.0,Activitati ale centrelor de fitness,0.0,0.0,0.0,0%,9313.0,Activitati ale centrelor de fitness
SILVER ROMFOOD SRL,40344771,SIBIU,0726222230,0,0,0%,5610,Restaurante,0.0,0.0,0.0,0%,5610.0,Restaurante,0.0,0.0,0.0,0%,5610.0,Restaurante,nan,nan,nan,nan,nan,nan
DUM BOB INCHIRIERI,40344801,SIBIU,0760594529,130000,12420,0.58%,7731,Activitati de închiriere si leasing de masini si echipamente agricole,4.0,120000.0,2621.0,0.54%,7731.0,Activitati de închiriere si leasing de masini si echipamente agricole,0.0,0.0,0.0,0%,7731.0,Activitati de închiriere si leasing de masini si echipamente agricole,nan,nan,nan,nan,nan,nan
GOOD FOOD EXPRES SRL,40344755,SIBIU,0726222230,0,0,0%,5610,Restaurante,0.0,0.0,0.0,0%,5610.0,Restaurante,0.0,0.0,0.0,0%,5610.0,Restaurante,nan,nan,nan,nan,nan,nan
ROMGUARD-TECH SRL,40344780,SIBIU,-,207055,0,0%,8010,Activitati de protectie si garda,8.0,305320.0,88141.0,0.01%,8010.0,Activitati de protectie si garda,1.0,0.0,0.0,0%,8010.0,Activitati de protectie si garda,nan,nan,nan,nan,nan,nan
SPORTWEAR SHAPES SRL,40344704,SIBIU,-,1466326,227846,0.03%,1413,Fabricarea altor articole de îmbracaminte (exclusiv lenjeria de corp),2.0,592336.0,156457.0,0.01%,1413.0,Fabricarea altor articole de îmbracaminte (exclusiv lenjeria de corp),1.0,0.0,0.0,0%,1413.0,Fabricarea altor articole de îmbracaminte (exclusiv lenjeria de corp),nan,nan,nan,nan,nan,nan
VASITEO FRUCT SRL,40349035,ALBA,-,110000,0,0.02%,8292,Activitati de ambalare,6.0,217500.0,12656.0,0.03%,8292.0,Activitati de ambalare,0.0,20000.0,0.0,0%,8292.0,Activitati de ambalare,nan,nan,nan,nan,nan,nan
SC  MEATPROD MOCIAR  SRL,40350196,MUREŞ,-,1970704,1222108,0.03%,1011,Prelucrarea si conservarea carnii,6.0,2455170.0,1279602.0,0.03%,1011.0,Prelucrarea si conservarea carnii,0.0,111600.0,3161.0,0%,1011.0,Prelucrarea si conservarea carnii,nan,nan,nan,nan,nan,nan
MORARDORI IMPEX SRL,40357631,MUREŞ,-,85057,0,0.02%,9601,Spalarea si curatarea (uscata) articolelor textile si a produselor din blana,4.0,46890.0,0.0,0.01%,9601.0,Spalarea si curatarea (uscata) articolelor textile si a produselor din blana,0.0,0.0,0.0,0%,9601.0,Spalarea si curatarea (uscata) articolelor textile si a produselor din blana,nan,nan,nan,nan,nan,nan
